pl_name,hostname,hip,hd,snum,sy_dist,ra,dec,st_spectype,st_teff,st_rad,st_mass,st_lum,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,method,year
Kepler-19 d,Kepler-19,,,1,218.562,290.42097,37.85166,,5544,0.859,0.936,,,62.95,0.05,,22.5,,Radial Velocity,2017
Kepler-150 f,Kepler-150,,,1,891.092,288.2341,40.5209,,5528,0.905,0.97,-0.1614,1.24,637.2093,,3.64,,,Transit,2017
Qatar-3 b,Qatar-3,,,1,735.601,359.15197,36.21296,G0 V,6007,1.272,1.145,0.2787,0.03783,2.50792,0,12.285,1369.847,1681,Transit,2017
Qatar-4 b,Qatar-4,,,1,329.036,4.85928,44.0276,K1 V,5215,0.849,0.896,-0.3179,0.02803,1.80536,0,12.722,1938.763,1385,Transit,2017
Qatar-5 b,Qatar-5,,,1,367.658,7.05394,42.06135,G2 V,5747,1.076,1.128,0.0561,0.04127,2.87923,0,12.408,1373.026,1415,Transit,2017
LHS 1140 b,LHS 1140,,,1,14.986,11.24863,-15.27411,M4.5 V,3096,0.216,0.184,-2.4202,0.0946,24.73723,0.043,1.73,5.6,226,Transit,2017
HIP 67537 b,HIP 67537,67537,120457,1,116.046,207.58084,-39.9009,,,,2.316,,4.807,2523.64713,0.586,,4309.118,,Radial Velocity,2017
KELT-18 b,KELT-18,,,2,321.376,216.52382,59.44427,F4 V,6670,1.908,1.524,0.8129,0.0455,2.87175,0,17.598,375.039,2085,Transit,2017
KELT-12 b,KELT-12,,,1,368.03,267.64049,36.57018,,6279,2.37,1.591,0.8921,0.06708,5.03162,0,19.952,301.938,1800,Transit,2017
KELT-11 b,KELT-11,52733,93396,1,99.16,161.70691,-9.39936,,5375,2.69,1.44,,0.0623,4.73621,0,15.132,65.155,1712,Transit,2017
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,1,3910,268.84793,-30.20725,,,,0.078,,1.16,,,,1.43,,Microlensing,2017
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,1,6500,271.47375,-27.71429,,,,0.29,,1.39,,,,890,,Microlensing,2017
KELT-9 b,KELT-9,101252,195689,2,204.455,307.8599,39.93892,B9.5-A0,10170,2.362,2.52,1.7243,0.03462,1.48112,0,21.196,915.35,4050,Transit,2017
HD 3167 d,HD 3167,2736,3167,1,47.29,8.74015,4.38072,,5261,0.88,0.837,,0.0763,8.4112,0.12,,4.33,,Radial Velocity,2017
HD 20794 e,HD 20794,15510,20794,1,6.003,49.99977,-43.06665,G8,,,0.813,,0.509,147.02,0.29,,4.77,,Radial Velocity,2017
HD 27894 c,HD 27894,20277,27894,1,43.821,65.19757,-59.40968,K2 V,,,0.8,,0.198,36.07,0.015,,51.488,,Radial Velocity,2017
HD 27894 d,HD 27894,20277,27894,1,43.821,65.19757,-59.40968,,,,0.81,,5.362,5019.54244,0.343,,2063.66,,Radial Velocity,2017
BD+03 2562 b,BD+03 2562,,,1,1070.63,177.56473,2.76011,,4095,32.35,1.14,2.7,1.3,481.9,0.2,,2034.112,,Radial Velocity,2017
HD 177565 b,HD 177565,93858,177565,1,16.918,286.71758,-37.81224,,,,1,,0.246,44.505,0.059,,15.1,,Radial Velocity,2017
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,,,1,7210,268.1431,-32.04009,,,,0.1,,0.9,,,,6.7,,Microlensing,2017
TYC 4282-00605-1 b,TYC 4282-00605-1,,,1,464.128,343.8721,62.23919,,4300,16.21,0.97,1.91,0.422,101.54,0.28,,3426.207,,Radial Velocity,2017
HIP 65426 b,HIP 65426,65426,116434,1,108.875,201.15017,-51.50454,A2 V,8840,1.77,1.96,,92,,,16.814,2860.47,1500,Imaging,2017
WASP-167 b,WASP-167,,,1,423.552,196.04379,-35.54953,F1 V,7000,1.79,1.59,,0.0365,2.02196,,17.71,2542.64,2329,Transit,2017
K2-113 b,K2-113,,,1,635.722,19.44938,6.86885,,5660,1.24,1.04,,0.0642,5.81768,,12.14,,1098,Transit,2017
MXB 1658-298 b,MXB 1658-298,,,2,,255.52725,-29.94558,,,,,,1.613,760,,,7532.571,,Eclipse Timing Variations,2017
tau Cet g,tau Cet,8102,10700,1,3.603,26.0093,-15.9338,,,,0.783,,0.133,20,0.06,,1.75,,Radial Velocity,2017
tau Cet h,tau Cet,8102,10700,1,3.603,26.0093,-15.9338,,,,0.783,,0.243,49.41,0.23,,1.83,,Radial Velocity,2017
tau Cet f,tau Cet,8102,10700,1,3.603,26.0093,-15.9338,,,,0.783,,1.334,636.13,0.16,,3.93,,Radial Velocity,2017
WASP-91 b,WASP-91,,,1,149.942,357.84643,-70.15286,K3,4920,0.86,0.84,,0.037,2.79858,0,11.545,425.892,1160,Transit,2017
WASP-105 b,WASP-105,,,1,169.272,24.16787,-50.65931,K2,5070,0.9,0.89,,0.075,7.87288,0,10.761,572.094,900,Transit,2017
WASP-107 b,WASP-107,,,1,64.741,188.38643,-10.14621,,,,,,,5.72149,0.09,,30.512,,Transit,2017
YZ Cet b,YZ Cet,5643,,1,3.712,18.13308,-16.99624,M4.5 V,3151,0.157,0.142,-2.6586,0.01634,2.02087,0.06,,0.7,471,Radial Velocity,2017
YZ Cet c,YZ Cet,5643,,1,3.712,18.13308,-16.99624,M4.5 V,3151,0.157,0.142,-2.6586,0.02156,3.05989,0,,1.14,410,Radial Velocity,2017
YZ Cet d,YZ Cet,5643,,1,3.712,18.13308,-16.99624,M4.5 V,3151,0.157,0.142,-2.6586,0.02851,4.65626,0.07,,1.09,357,Radial Velocity,2017
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,,,1,5300,270.44296,-29.10878,,,,0.49,,10.2,,,,2700,,Microlensing,2017
CoRoT-32 b,CoRoT-32,,,1,576.683,100.19517,9.2574,G0 VI,5970,0.79,1.08,-0.1549,0.071,6.71837,,6.389,47.675,938,Transit,2018
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,,1,6500,269.89542,-31.81861,,,,0.13,,5.4,,,,1300,,Microlensing,2017
GJ 625 b,GJ 625,80459,,1,6.472,246.35579,54.30336,M2,3499,0.31,0.3,-1.894,0.07836,14.628,0.13,,2.82,,Radial Velocity,2017
HD 208897 b,HD 208897,108513,208897,1,67.487,329.74906,19.02016,K0,4860,4.98,1.25,1.09,1.063,358.27,0.02,,379.487,,Radial Velocity,2017
K2-117 c,K2-117,,,1,101.632,133.85573,10.46922,,3778,0.51,0.54,,0.0492,5.44402,,2.06,,537,Transit,2017
K2-118 b,K2-118,,,1,321.722,132.12686,15.6559,,4726,0.735,0.756,,0.245,50.92092,0.2,2.54,,,Transit,2017
K2-125 b,K2-125,,,1,124.156,204.14188,-14.94782,,3654,0.402,0.495,,0.121,21.75026,0.08,2.18,,,Transit,2017
K2-128 b,K2-128,,,1,114.637,204.43767,-8.59709,,4470,0.778,0.711,,0.056,5.67582,0.23,1.42,,,Transit,2017
K2-129 b,K2-129,,,1,27.796,289.14855,-25.64632,,3459,0.36,0.36,,0.057,8.23949,0.13,1.04,,,Transit,2017
K2-130 b,K2-130,,,1,118.011,290.27054,-19.69087,,4356,0.744,0.696,,0.032,2.49412,0.17,1.25,,,Transit,2017
K2-131 b,K2-131,,,1,152.509,182.7514,-9.76524,,5120,0.759,0.803,,0.00936,0.3693,0,1.69,7.9,2223,Transit,2017
GJ 1148 c,GJ 1148,57050,,1,11.014,175.43261,42.75159,,3287,0.359,0.344,-1.8691,0.912,532.58,0.342,,68.06,,Radial Velocity,2017
K2-132 b,K2-132,,,1,609.818,182.16627,-8.74722,,4840,3.85,1.08,,,9.1751,,14.572,155.737,,Transit,2017
K2-133 b,K2-133,,,1,75.17,70.14938,25.00981,M1.5 V,3655,0.455,0.461,-1.4789,0.03194,3.07133,,1.34,,,Transit,2017
K2-133 c,K2-133,,,1,75.17,70.14938,25.00981,M1.5 V,3655,0.455,0.461,-1.4789,0.04341,4.86784,,1.603,,,Transit,2017
K2-133 d,K2-133,,,1,75.17,70.14938,25.00981,M1.5 V,3655,0.455,0.461,-1.4789,0.07487,11.02454,,2.003,,,Transit,2017
WASP-151 b,WASP-151,,,1,453.099,349.06347,0.30669,,,1.181,1.081,,0.055,4.53348,0,13.305,100.434,1312,Transit,2017
WASP-153 b,WASP-153,,,1,610.176,279.26247,40.01869,G0,5914,1.73,1.336,,0.048,3.33261,0.009,17.374,123.954,1700,Transit,2017
WASP-156 b,WASP-156,,,1,122.066,32.78209,2.41819,,4987,0.827,0.871,-0.4179,0.0458,3.83616,0,6.028,41.8,934,Transit,2017
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,,,1,3900,269.76462,-28.42103,,,,0.54,,3.6,,,,92,,Microlensing,2017
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,,1,6300,268.12656,-30.29269,,,,0.46,,2.6,,,,200,,Microlensing,2017
HD 34445 c,HD 34445,24681,34445,1,46.091,79.42075,7.35272,G0 V,5836,1.38,1.07,0.3032,0.7181,214.67,0.036,,53.5,,Radial Velocity,2017
HD 34445 d,HD 34445,24681,34445,1,46.091,79.42075,7.35272,G0 V,5836,1.38,1.07,0.3032,0.4817,117.87,0.027,,30.7,,Radial Velocity,2017
HD 34445 e,HD 34445,24681,34445,1,46.091,79.42075,7.35272,G0 V,5836,1.38,1.07,0.3032,0.2687,49.175,0.09,,16.8,,Radial Velocity,2017
HD 34445 f,HD 34445,24681,34445,1,46.091,79.42075,7.35272,G0 V,5836,1.38,1.07,0.3032,1.543,676.8,0.031,,37.9,,Radial Velocity,2017
HD 34445 g,HD 34445,24681,34445,1,46.091,79.42075,7.35272,G0 V,5836,1.38,1.07,0.3032,6.36,5700,0.032,,120.6,,Radial Velocity,2017
MASCARA-1 b,MASCARA-1,104513,201585,1,182.273,317.55153,10.7389,,7490,2.082,1.9,1.0828,0.04035,2.14877,0,17.901,,2594,Transit,2017
GJ 9827 b,GJ 9827,115752,,1,29.661,351.77178,-1.28534,K7 V,4236,0.58,0.62,,0.0189,1.20897,,1.44,4.28,1035,Transit,2017
GJ 9827 c,GJ 9827,115752,,1,29.661,351.77178,-1.28534,K7 V,4236,0.58,0.62,,0.0395,3.6481,,1.13,1.86,716,Transit,2017
GJ 9827 d,GJ 9827,115752,,1,29.661,351.77178,-1.28534,K7 V,4236,0.58,0.62,-1.0044,0.053,6.20183,,1.98,3.02,675,Transit,2017
KELT-20 b,KELT-20,96618,185603,1,136.426,294.66141,31.2192,A2 V,8720,1.565,1.76,1.1038,0.0542,3.47411,,19.515,1074.901,2262,Transit,2017
NGTS-1 b,NGTS-1,,,1,218.121,82.71421,-36.63098,M0.5,3916,0.573,0.617,,0.0326,2.6473,0.016,14.908,258.078,790,Transit,2017
K2-136 b,K2-136,,,2,59.247,67.41286,22.88257,,4500,0.677,0.742,-0.7765,0.0707,7.9752,0.14,1.014,4.3,610,Transit,2017
K2-136 c,K2-136,,,2,59.247,67.41286,22.88257,,4500,0.677,0.742,-0.7765,0.1185,17.30713,0.047,3,18.1,470,Transit,2017
K2-136 d,K2-136,,,2,59.247,67.41286,22.88257,,4500,0.677,0.742,-0.7765,0.1538,25.575,0.071,1.565,3,420,Transit,2017
K2-137 b,K2-137,,,1,98.876,186.87043,-6.19522,,3697,0.29,,,,0.17972,,0.64,,,Transit,2017
Ross 128 b,Ross 128,57548,,1,3.375,176.9376,0.79929,M4,3192,0.197,0.168,-2.4413,0.0496,9.8658,0.116,,1.4,301,Radial Velocity,2017
HD 76920 b,HD 76920,43803,76920,1,184.031,133.82035,-67.26536,,4664,8.33,1,1.4698,1.091,415.891,0.878,,994.803,,Radial Velocity,2017
HD 40956 b,HD 40956,28951,40956,1,116.593,91.6628,63.45387,,4869,8.56,2,1.6644,1.4,578.6,0.24,,858.141,,Radial Velocity,2017
HD 111591 b,HD 111591,62653,111591,1,114.166,192.57255,22.86313,,4884,8.03,1.94,1.5806,2.5,1056.4,0.26,,1398.452,,Radial Velocity,2017
HD 113996 b,HD 113996,64022,113996,2,116.334,196.79487,27.62444,,4181,25.11,1.49,2.4639,1.6,610.2,0.28,,2002.329,,Radial Velocity,2017
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,,,1,6770,269.71793,-27.61356,,,,0.88,,2.17,1220,0.42,,4253,,Microlensing,2017
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,2,3410,269.26041,-28.11617,,,,0.72,,6.4,,,,1330,,Microlensing,2017
K2-139 b,K2-139,,,1,153.856,289.06671,-17.91071,,5370,0.88,0.96,,0.1796,28.38062,,9.11,,524,Transit,2017
Kepler-80 g,Kepler-80,,,1,369.451,296.11258,39.97875,,4540,0.678,0.83,,,14.64558,,1.13,,418,Transit,2017
Kepler-90 i,KOI-351,,,1,848.254,284.43346,49.30512,,6015,1.29,1.12,,,14.44912,,1.32,,709,Transit,2017
K2-18 c,K2-18,,,1,38.027,172.56014,7.58783,,3457,0.411,0.359,,0.06,8.962,0.47,,7.51,363,Radial Velocity,2017
HD 176986 b,HD 176986,93540,176986,1,27.784,285.77391,-11.04494,K2.5 V,4931,0.782,0.789,-0.4802,0.06296,6.49164,,,5.36,767,Radial Velocity,2017
HD 176986 c,HD 176986,93540,176986,1,27.784,285.77391,-11.04494,K2.5 V,4931,0.782,0.789,-0.4802,0.11873,16.8124,,,9.75,558,Radial Velocity,2017
GJ 3942 b,GJ 3942,79126,,1,16.929,242.26455,52.94414,M0,3867,0.61,0.63,-1.12,0.0608,6.905,0.121,,7.14,590,Radial Velocity,2017
Kepler-500 b,Kepler-500,,,1,807.48,295.95135,43.85199,,5813,1.03,1.02,,,8.50832,,2.58,,,Transit,2016
Kepler-269 b,Kepler-269,,,1,2257.32,290.21515,41.77598,,5847,0.959,,,0.061,5.32672,,2.47,,,Transit,2014
PSR J2322-2650 b,PSR J2322-2650,,,1,230,350.64435,-26.84953,,,,1.4,,0.0102,0.32296,0.002,,252.643,,Pulsar Timing,2017
K2-140 b,K2-140,,,1,347.917,188.13732,-9.60761,G6 V,5585,1.06,0.96,,0.068,6.56919,0,13.563,295.58,962,Transit,2017
HD 147379 b,HD 147379,79755,147379,2,10.764,244.17257,67.2392,M0.0 V,4090,,0.58,,,86.58,0.063,,21.6,,Radial Velocity,2017
HATS-50 b,HATS-50,,,1,756.742,300.42808,-26.07756,,5990,1.117,1.168,0.143,0.05046,3.8297,0.516,12.666,123.954,,Transit,2017
HATS-51 b,HATS-51,,,1,389.57,102.84742,-29.05866,,5758,1.44,1.187,0.3096,0.04639,3.34887,0.33,15.805,244.093,1553,Transit,2017
HATS-52 b,HATS-52,,,1,555.134,140.08759,-31.26921,,6010,1.046,1.111,0.0682,0.02498,1.36665,0.246,15.491,711.939,1834,Transit,2017
HATS-53 b,HATS-53,,,1,585.77,176.62832,-33.86008,,5644,1.101,0.964,0.0453,0.04753,3.85378,0.33,15.02,189.109,1312,Transit,2017
K2-138 b,K2-138,,,1,202.585,348.94903,-10.84974,,5356,0.863,0.935,,0.03385,2.35309,0.048,1.51,3.1,,Transit,2017
K2-138 c,K2-138,,,1,202.585,348.94903,-10.84974,,5356,0.863,0.935,,0.04461,3.56004,0.045,2.299,6.31,,Transit,2017
K2-138 d,K2-138,,,1,202.585,348.94903,-10.84974,,5356,0.863,0.935,,0.05893,5.40479,0.043,2.39,7.92,,Transit,2017
Kepler-775 b,Kepler-775,,,1,398.676,291.43328,41.70332,,5468,0.84,0.92,,,0.97487,,1.19,,,Transit,2016
K2-138 e,K2-138,,,1,202.585,348.94903,-10.84974,,5356,0.863,0.935,,0.0782,8.26146,0.077,3.39,12.97,,Transit,2017
K2-138 f,K2-138,,,1,202.585,348.94903,-10.84974,,5356,0.863,0.935,,0.10447,12.75758,0.062,2.904,1.63,,Transit,2017
KELT-19 A b,KELT-19 A,,,2,300.276,111.50953,7.61578,A8 V,7500,1.83,1.62,0.9777,0.0637,4.61171,,21.409,1293.568,1935,Transit,2017
K2-141 b,K2-141,,,1,61.874,350.91705,-1.18918,,4570,0.681,0.708,,0.00747,0.28032,0,1.51,4.97,2103,Transit,2018
K2-141 c,K2-141,,,1,61.874,350.91705,-1.18918,,4570,0.681,0.708,,0.0683,7.7485,0.092,7,8,695,Transit,2018
HD 238914 b,HD 238914,91388,238914,1,519.452,279.58421,59.25388,,4769,12.73,1.47,1.85,5.7,4100,0.56,,1906.98,,Radial Velocity,2018
TYC 3318-01333-1 b,TYC 3318-01333-1,,,1,490.61,45.58257,49.74414,,4776,5.9,1.19,1.21,1.414,562,0.098,,1086.979,,Radial Velocity,2018
BD+48 740 b,BD+48 740,12684,,1,666.589,40.74254,48.93006,,4534,10.33,1.09,1.64,1.7,733,0.76,,540.311,,Radial Velocity,2018
K2-147 b,K2-147,,,1,90.549,293.83303,-28.49847,,3690,0.578,0.563,-1.2518,0.01575,0.96194,0.38,1.473,,1077,Transit,2018
K2-148 b,K2-148,,,2,124.458,14.51765,-0.19326,,4079,0.632,0.65,-0.9957,0.0454,4.38395,,1.33,,,Transit,2018
Kepler-776 b,Kepler-776,,,1,727.904,287.27261,41.6356,,5071,0.78,0.83,,,4.89719,,1.28,,,Transit,2016
K2-148 c,K2-148,,,2,124.458,14.51765,-0.19326,,4079,0.632,0.65,-0.9957,0.0616,6.9226,,1.73,,,Transit,2018
K2-148 d,K2-148,,,2,124.458,14.51765,-0.19326,,4079,0.632,0.65,-0.9957,0.0774,9.7579,,1.64,,,Transit,2018
K2-149 b,K2-149,,,1,123.676,9.82175,7.27699,M1.0 V,3745,0.568,0.595,-1.3098,0.083,11.332,,1.64,,,Transit,2018
K2-150 b,K2-150,,,1,102.483,18.34439,8.98743,M2.5 V,3499,0.436,0.457,-1.585,0.0727,10.59357,,2,,,Transit,2018
K2-152 b,K2-152,,,1,108.449,181.63241,-5.82743,,4044,0.61,0.63,,0.1716,32.6479,,2.29,,337,Transit,2018
K2-153 b,K2-153,,,1,143.125,183.80887,2.02088,,3845,0.53,0.55,,0.0614,7.51574,,2,,497,Transit,2018
K2-154 b,K2-154,,,1,129.356,189.00152,-2.66962,,4097,0.63,0.65,,0.0405,3.67626,,1.99,,715,Transit,2018
K2-154 c,K2-154,,,1,129.356,189.00152,-2.66962,,4097,0.63,0.65,,0.0677,7.95486,,2.07,,552,Transit,2018
K2-155 b,K2-155,,,1,72.8,65.46961,21.35326,,4258,0.58,0.65,,0.0562,6.342,,1.8,,708,Transit,2018
K2-155 c,K2-155,,,1,72.8,65.46961,21.35326,,4258,0.58,0.65,,0.0946,13.85,,2.6,,583,Transit,2018
K2-155 d,K2-155,,,1,72.8,65.46961,21.35326,,4258,0.58,0.65,,0.1937,40.718,,1.9,,381,Transit,2018
KELT-21 b,KELT-21,,332124,1,470.878,304.80003,32.58104,A8 V,7598,1.638,1.458,0.9047,0.05224,3.61276,0,17.777,1242.715,2051,Transit,2018
HD 215152 d,HD 215152,112190,215152,1,21.597,340.83809,-6.40207,K3 V,4935,0.73,0.77,,0.08799,10.86499,0,,2.801,,Radial Velocity,2018
HD 215152 e,HD 215152,112190,215152,1,21.597,340.83809,-6.40207,K3 V,4935,0.73,0.77,,0.15417,25.1967,0,,2.877,,Radial Velocity,2018
TCP J05074264+2447555 b,TCP J05074264+2447555,,,1,505,76.928,24.79896,,,,0.586,,0.94,,,,20,,Microlensing,2018
Kepler-1654 b,Kepler-1654,,,1,568.117,282.18569,44.43446,G5 V,5597,1.179,1.011,0.0899,2.026,1047.8356,0.26,9.18,158.915,206,Transit,2018
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,,1,6300,266.65408,-29.21136,,,,0.81,,4.18,,,,407,,Microlensing,2018
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,,1,4705,267.97061,-29.27136,,,,0.396,,3.913,,,,3.269,,Microlensing,2018
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,,,1,3500,271.95697,-25.34464,,,,0.58,,2.42,,,,170,,Microlensing,2018
K2-232 b,K2-232,,286123,1,130.72,73.76679,18.65432,,6154,1.161,1.188,0.2381,0.10356,11.16845,0.258,11.209,126.496,1030,Transit,2018
K2-231 b,K2-231,,,1,321.215,289.09182,-15.77122,,5695,0.95,1.01,,,13.8419,,2.5,,,Transit,2018
HATS-39 b,HATS-39,,,1,878.521,112.41923,-29.93792,,6572,1.621,1.379,0.6405,0.06007,4.57763,0.275,17.598,200.233,1645,Transit,2018
HATS-40 b,HATS-40,,,1,1342.29,100.57125,-29.77678,,6460,2.26,1.561,0.9031,0.04997,3.26427,0.312,17.71,505.35,2101,Transit,2018
HATS-41 b,HATS-41,,,1,737.668,103.51736,-27.05042,,6424,1.71,1.496,0.6532,0.0583,4.19365,0.38,14.908,3082.951,1710,Transit,2018
HATS-42 b,HATS-42,,,1,800.377,108.4524,-33.43735,,6060,1.48,1.273,0.4249,0.03689,2.2921,0.229,15.693,597.52,1856,Transit,2018
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,,,1,7490,270.31937,-28.46197,,,,0.045,,0.59,,,,240,,Microlensing,2018
HD 158996 b,HD 158996,84769,158996,1,283.659,259.90511,80.1364,K5 III,4069,50.3,1.8,3.0148,2.1,820.2,0.13,,4449.62,,Radial Velocity,2018
KPS-1 b,KPS-1,,,1,262.706,165.1672,64.96385,K1 V,5165,0.907,0.892,,0.0269,1.70629,0,11.545,346.435,1459,Transit,2018
K2-233 b,K2-233,,,1,67.506,230.4799,-20.2318,K3,4796,0.71,0.79,,0.03293,2.46758,0,1.315,2.4,1127,Transit,2018
K2-233 c,K2-233,,,1,67.506,230.4799,-20.2318,K3,4796,0.71,0.79,,0.0664,7.06024,0,1.272,4.6,794,Transit,2018
K2-233 d,K2-233,,,1,67.506,230.4799,-20.2318,K3,4796,0.71,0.79,,0.1516,24.3681,0.18,2.363,10.3,525,Transit,2018
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,,,1,5915,269.32941,-31.95172,,,,0.248,,2.424,,,,127,,Microlensing,2018
gam Lib b,gam Lib,76333,138905,1,47.402,233.88186,-14.7895,K0 III,4879,12.38,1.78,1.8973,1.319,414.88,0.16,,357.875,,Radial Velocity,2018
gam Lib c,gam Lib,76333,138905,1,47.402,233.88186,-14.7895,K0 III,4879,12.38,1.78,1.8973,2.318,966.49,0.065,,1662.56,,Radial Velocity,2018
24 Boo b,24 Boo,70791,127243,1,95.986,217.15552,49.84465,G3 IV,4816,12.19,1.05,1.8769,0.194,30.33,0.032,,280.642,,Radial Velocity,2018
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,1,860,268.28047,-30.24566,,,,0.234,,1.18,,,,4.43,,Microlensing,2018
HATS-43 b,HATS-43,,,1,362.273,80.53824,-30.97082,,5099,0.812,0.837,-0.3979,0.04944,4.38885,0.173,13.227,82.954,1003,Transit,2018
HATS-44 b,HATS-44,,,1,446.035,84.32676,-27.97258,,5080,0.847,0.86,-0.3979,0.03649,2.7439,0.279,11.96,177.985,1161,Transit,2018
HATS-45 b,HATS-45,,,1,772.11,101.99425,-21.91071,,6450,1.315,1.272,0.4249,0.05511,4.18762,0.24,14.415,222.481,1518,Transit,2018
HATS-46 b,HATS-46,,,1,453.808,6.70264,-56.3161,,5495,0.853,0.917,-0.2299,0.05367,4.74237,0.559,10.122,54.985,1054,Transit,2018
HATS-7 b,HATS-7,,,1,240.707,208.85675,-21.20786,K2,4985,0.815,0.849,-0.4341,0.04012,3.18532,0.17,6.311,38.14,1084,Transit,2015
HD 47366 b,HD 47366,31674,47366,1,84.355,99.42002,-12.98566,K1 III,4866,7.3,1.81,1.4166,1.207,360.08,0.071,,661.719,,Radial Velocity,2016
HD 47366 c,HD 47366,31674,47366,1,84.355,99.42002,-12.98566,K1 III,4866,7.3,1.81,1.4166,1.84,677.53,0.161,,483.735,,Radial Velocity,2016
NGTS-3 A b,NGTS-3 A,,,2,743.972,94.44476,-35.70636,G6 V,5600,0.93,1.017,,0.023,1.67537,,16.589,756.435,,Transit,2018
HD 89345 b,HD 89345,50496,89345,1,132.345,154.6711,10.12885,,5576,1.747,1.157,0.4249,0.1066,11.8143,0.22,7.398,34.961,1089,Transit,2018
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,,,1,,266.88306,-24.52267,,,,0.211,,1.02,,,,505,,Microlensing,2018
K2-239 b,K2-239,,,1,31.085,160.59413,4.44138,M3.0 V,3420,0.36,0.4,-1.7959,0.0441,5.24,,1.1,,502,Transit,2018
K2-239 c,K2-239,,,1,31.085,160.59413,4.44138,M3.0 V,3420,0.36,0.4,-1.7959,0.0576,7.775,,1,,427,Transit,2018
K2-239 d,K2-239,,,1,31.085,160.59413,4.44138,M3.0 V,3420,0.36,0.4,-1.7959,0.0685,10.115,,1.1,,399,Transit,2018
K2-240 b,K2-240,,,1,72.91,227.84937,-17.87545,M0.5 V,3810,0.54,0.58,-1.2757,0.0513,6.034,,2,,586,Transit,2018
K2-240 c,K2-240,,,1,72.91,227.84937,-17.87545,M0.5 V,3810,0.54,0.58,-1.2757,0.1159,20.523,,1.8,,389,Transit,2018
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,,1,5800,269.04889,-30.52836,,,,0.2,,1.8,,,,9,,Microlensing,2018
K2-237 b,K2-237,,,1,314.995,253.76885,-28.71058,,6180,1.236,1.256,0.3032,0.03552,2.18053,0.03,16.062,434.154,1759,Transit,2018
K2-238 b,K2-238,,,1,537.963,347.70432,-7.85756,G2 V,5630,1.59,1.19,,0.046,3.20466,0,14.572,273.334,1587,Transit,2018
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,,1,6400,268.75238,-31.46906,,,,0.4,,1.5,,,,55.3,,Microlensing,2018
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,,1,6400,268.75238,-31.46906,,,,0.4,,1.7,,,,83.7,,Microlensing,2018
GJ 1132 c,GJ 1132,,,1,12.613,153.70907,-47.15494,M4.5 V,,0.226,0.198,,,8.929,0.19,,2.91,,Radial Velocity,2018
HAT-P-11 c,HAT-P-11,97657,,1,37.765,297.71018,48.08186,,,,0.811,,4.1,3361,0.652,,851.78,,Radial Velocity,2018
K2-241 b,K2-241,,,1,149.464,181.23868,-6.8053,,5262,0.75,0.71,,0.1567,26.8199,,2.55,,507,Transit,2018
K2-242 b,K2-242,,,1,109.237,179.83584,-6.51785,,3459,0.37,0.38,,0.0494,6.51389,,2.54,,416,Transit,2018
K2-158 c,K2-158,,,1,197.299,179.93971,-5.72169,,5503,0.95,0.92,,0.0622,5.90279,,1.28,,948,Transit,2018
K2-243 b,K2-243,,,1,266.864,181.12114,-4.89914,,6570,1.39,1.29,,0.1087,11.54182,,2.17,,1035,Transit,2018
K2-243 c,K2-243,,,1,266.864,181.12114,-4.89914,,6570,1.39,1.29,,0.1817,24.94598,,2.01,,801,Transit,2018
K2-245 b,K2-245,,,1,456.064,185.18156,-1.59091,,5793,1.25,0.83,,0.0959,11.89307,,4.34,,923,Transit,2018
K2-246 b,K2-246,,,1,703.616,181.62961,-1.1606,,5610,0.94,0.87,,0.0602,5.76918,,3.49,,977,Transit,2018
K2-247 b,K2-247,,,1,258.113,188.89352,-10.06928,,4667,0.69,0.74,,0.0304,2.25021,,2.12,,979,Transit,2018
K2-247 c,K2-247,,,1,258.113,188.89352,-10.06928,,4667,0.69,0.74,,0.0615,6.49424,,2.19,,688,Transit,2018
K2-248 b,K2-248,,,1,406.254,182.81733,-9.41417,,5528,0.92,0.88,,0.0699,7.17256,,2.57,,886,Transit,2018
K2-249 b,K2-249,,,1,521.716,183.36673,-8.99523,,6504,1.57,1.32,,0.1151,12.409,,2.79,,1061,Transit,2018
