pl_name,hostname,hip,hd,snum,sy_dist,ra,dec,st_spectype,st_teff,st_rad,st_mass,st_lum,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,method,year
Kepler-217 c,Kepler-217,,,1,1104.64,293.03773,46.27752,,6171,1.799,,,0.089,8.586,,1.85,,,Transit,2014
Kepler-217 d,Kepler-217,,,1,1104.64,293.03773,46.27752,,6341,1.76,1.37,,,3.8869,,1.32,,,Transit,2016
Kepler-653 c,Kepler-653,,,1,595.634,282.21304,46.71779,,5665,1.19,1.02,,,0.90038,,0.78,,,Transit,2016
Kepler-220 d,Kepler-220,,,1,171.109,291.50604,46.89563,,4632,0.666,,,0.163,28.1224,,0.98,,,Transit,2014
Kepler-220 e,Kepler-220,,,1,171.109,291.50604,46.89563,,4632,0.666,,,0.226,45.90273,,1.33,,,Transit,2014
Kepler-220 b,Kepler-220,,,1,171.109,291.50604,46.89563,,4632,0.666,,,0.046,4.15981,,0.81,,,Transit,2014
Kepler-656 c,Kepler-656,,,1,890.352,288.32788,47.38154,,5550,0.954,1.05,,0.0602,5.25449,0,1.41,,975,Transit,2023
Kepler-62 c,Kepler-62,,,1,300.874,283.21256,45.3497,K2 V,4925,0.64,0.69,-0.678,0.0929,12.4417,,0.54,4,578,Transit,2013
Kepler-62 f,Kepler-62,,,1,300.874,283.21256,45.3497,K2 V,4925,0.64,0.69,-0.678,0.718,267.291,,1.41,35,208,Transit,2013
Kepler-154 c,Kepler-154,,,1,915.212,289.78054,49.89656,,5690,1.001,,,0.303,62.30328,,2.95,,,Transit,2014
Kepler-368 c,Kepler-368,,,1,770.978,291.88002,45.38784,,5502,2.019,,,0.36,72.37933,,3.88,,,Transit,2014
Kepler-149 b,Kepler-149,,,1,571.034,285.8537,38.38409,,5381,0.953,,,0.184,29.19894,,4.21,,,Transit,2014
Kepler-1541 b,Kepler-1541,,,1,416.692,283.78709,48.0296,,5282,0.81,0.86,,,8.40691,,1.16,,,Transit,2016
Kepler-1542 b,Kepler-1542,,,1,399.114,285.72848,42.65447,,5564,0.99,0.94,,,3.95117,,0.76,,,Transit,2016
Kepler-1542 c,Kepler-1542,,,1,399.114,285.72848,42.65447,,5564,0.99,0.94,,,2.89223,,0.65,,,Transit,2016
Kepler-1543 b,Kepler-1543,,,1,921.784,297.12429,47.03699,,6561,1.65,1.39,,,6.9671,,2.71,,,Transit,2016
Kepler-1544 b,Kepler-1544,,,1,335.09,297.28522,49.21245,,4886,0.74,0.81,,,168.81117,,1.78,,,Transit,2016
Kepler-371 c,Kepler-371,,,1,813.192,292.32648,38.65754,,5666,0.992,,,0.313,67.96801,,1.78,,,Transit,2014
Kepler-167 b,Kepler-167,,,2,341.908,292.65853,38.34556,,4884,0.749,0.777,-0.5391,0.04825,4.39315,0,1.718,,918,Transit,2014
Kepler-372 d,Kepler-372,,,1,1493.95,291.25623,49.25893,,6509,1.137,,,0.201,30.09257,,1.69,,,Transit,2014
Kepler-1545 b,Kepler-1545,,,1,729.964,298.89883,47.46307,,5201,0.8,0.84,,,163.69235,,2.7,,,Transit,2016
Kepler-1934 b,Kepler-1934,,,1,428.514,290.91933,37.28717,,5925,1.035,0.968,,,1.41976,,0.913,,,Transit,2021
Kepler-1701 b,Kepler-1701,,,1,584.142,286.60886,41.8893,,5146,0.84,0.87,-0.3506,,169.134,,2.222,,,Transit,2020
Kepler-1935 b,Kepler-1935,,,1,904.702,296.40378,39.7227,,5570,0.899,0.845,,,3.9514,,2.503,,,Transit,2021
Kepler-372 b,Kepler-372,,,1,1493.95,291.25623,49.25893,,6509,1.137,,,0.075,6.84969,,1.36,,,Transit,2014
Kepler-9 b,Kepler-9,,,1,628.257,285.57399,38.40082,,5774,0.958,1.022,-0.038,0.143,19.23891,0.061,8.29,43.4,,Transit,2010
Kepler-1936 b,Kepler-1936,,,1,871.096,290.73001,44.83613,,6501,1.854,1.419,,,126.557,,3.166,,,Transit,2021
Kepler-1937 b,Kepler-1937,,,1,905.069,290.65839,40.77854,,6457,1.196,1.19,,,9.6886,,3.023,,,Transit,2021
Kepler-1546 b,Kepler-1546,,,1,931.956,297.58392,41.5412,,5623,0.93,0.95,,,19.5975,,3.13,,,Transit,2016
Kepler-1938 b,Kepler-1938,,,1,421.152,299.35189,41.19573,,4522,0.655,0.646,,,13.0626,,1.828,,,Transit,2021
Kepler-1547 b,Kepler-1547,,,1,674.695,283.76404,42.2221,,6078,1.18,1.12,,,0.69298,,0.9,,,Transit,2016
Kepler-1548 b,Kepler-1548,,,1,872.279,287.47118,46.08057,,5706,0.97,0.99,,,124.82868,,2.64,,,Transit,2016
Kepler-482 b,Kepler-482,,,1,313.068,296.82293,48.10776,,4871,0.72,0.75,,,56.35419,,2.36,,,Transit,2016
Kepler-1549 b,Kepler-1549,,,1,803.052,286.05244,39.09603,,5324,0.84,0.88,,,214.88655,,2.57,,,Transit,2016
Kepler-1154 c,Kepler-1154,,,1,1460.1,297.47712,39.87723,,6327,1.43,1.26,,,8.45808,,2.36,,,Transit,2016
Kepler-440 b,Kepler-440,,,1,301.03,285.35007,41.45237,,4134,0.559,0.575,-1.102,0.242,101.11141,0.34,1.86,,,Transit,2015
Kepler-1550 b,Kepler-1550,,,1,1179.01,287.76461,38.29471,,5991,1.11,1.07,,,225.58281,,3.02,,,Transit,2016
Kepler-1551 b,Kepler-1551,,,1,1463.72,295.78552,39.9079,,6136,1.22,1.14,,,24.49737,,2.66,,,Transit,2016
Kepler-1814 c,Kepler-1814,,,1,726.346,285.21668,41.28244,,4922,0.823,0.79,,0.0133,0.62628,0,1.76,,1711,Transit,2023
Kepler-1939 b,Kepler-1939,,,1,189.833,285.68993,40.99467,,4353,0.603,0.648,,,2.79066,,1.165,,,Transit,2021
Kepler-234 b,Kepler-234,,,1,1733.1,291.65354,38.49466,,6224,1.113,,,0.04,2.71151,,3.7,,,Transit,2014
Kepler-1940 b,Kepler-1940,,,1,798.595,291.2042,45.23833,,5431,0.717,0.802,,,4.95061,,1.547,,,Transit,2021
Kepler-1552 b,Kepler-1552,,,1,769.096,291.67687,38.87492,,5202,0.78,0.85,,,184.77185,,2.47,,,Transit,2016
Kepler-1162 c,Kepler-1162,,,1,940.211,283.29203,45.43398,,5225,0.859,0.861,,0.2832,59.28406,0,1.81,,401,Transit,2023
Kepler-685 b,Kepler-685,,,1,938.715,293.87191,38.42292,,5963,1.16,1.11,,,1.62552,,10.58,,,Transit,2016
Kepler-154 f,Kepler-154,,,1,915.212,289.78054,49.89656,,5769,0.98,0.98,,,9.91936,,1.5,,,Transit,2016
Kepler-1165 b,Kepler-1165,,,1,1575.2,286.97123,44.70827,,6080,1.18,1.13,,,9.47852,,1.55,,,Transit,2016
Kepler-541 b,Kepler-541,,,1,1060.68,294.14965,38.45821,,6166,2.06,1.41,,,5.08006,,3.36,,,Transit,2016
Kepler-1553 b,Kepler-1553,,,1,692.594,291.91913,39.02218,,5288,0.81,0.85,,,4.24262,,1.15,,,Transit,2016
Kepler-1554 b,Kepler-1554,,,1,946.847,286.57602,41.74158,,5297,0.81,0.84,,,198.08877,,2.9,,,Transit,2016
Kepler-378 c,Kepler-378,,,1,152.094,294.94897,46.43887,,4661,0.671,,,0.166,28.90601,,0.7,,,Transit,2014
Kepler-1555 b,Kepler-1555,,,1,2013.27,287.63546,45.71603,,5866,1.06,1.04,,,8.10502,,1.61,,,Transit,2016
Kepler-1556 b,Kepler-1556,,,1,944.54,288.39698,40.21319,,5608,0.95,0.97,,,8.82713,,1.96,,,Transit,2016
Kepler-542 b,Kepler-542,,,1,436.016,292.21497,38.54855,,5526,0.9,0.93,,,13.14498,,1.57,,,Transit,2016
Kepler-379 b,Kepler-379,,,1,731.274,295.7011,38.94582,,6054,1.306,,,0.152,20.09838,,1.66,,,Transit,2014
Kepler-1557 b,Kepler-1557,,,1,1380.16,293.88136,46.83882,,6099,1.17,1.11,,,3.74032,,1.53,,,Transit,2016
Kepler-1178 b,Kepler-1178,,,1,482.287,288.45612,45.80223,,4990,0.75,0.8,,,31.80634,,1.07,,,Transit,2016
Kepler-1558 b,Kepler-1558,,,1,325.737,286.81943,46.91178,,5101,0.79,0.83,,,3.5047,,0.68,,,Transit,2016
Kepler-1941 b,Kepler-1941,,,1,1494.39,296.62702,49.35389,,6404,1.142,1.175,,,31.3351,,2.65,,,Transit,2021
Kepler-1942 b,Kepler-1942,,,1,842.492,294.98054,44.42524,,5834,0.797,0.852,,,4.62605,,2.117,,,Transit,2021
Kepler-1181 c,Kepler-1181,,,1,938.417,289.74732,39.52341,,6688,1.347,1.336,,0.0928,8.93485,0,1.83,,1124,Transit,2023
Kepler-1943 b,Kepler-1943,,,1,1004.55,293.3183,41.11667,,6032,0.973,1.055,,,4.85018,,1.549,,,Transit,2021
Kepler-1982 b,Kepler-1982,,,1,558.855,287.40999,39.65863,,6202,1.122,1.213,,0.0511,3.82316,0,0.77,,1282,Transit,2023
Kepler-198 b,Kepler-198,,,1,495.358,290.67313,38.691,,5574,0.94,,,0.131,17.79004,,2.82,,,Transit,2014
Kepler-1559 b,Kepler-1559,,,1,614.827,292.28666,42.07259,,5316,0.82,0.86,,,0.97192,,0.72,,,Transit,2016
Kepler-1560 b,Kepler-1560,,,1,502.497,292.7846,43.21601,,5815,1.02,1.02,,,3.03196,,0.89,,,Transit,2016
Kepler-1944 b,Kepler-1944,,,1,1076.48,296.5105,39.17326,,5585,0.972,1.064,,,9.84258,,2.76,,,Transit,2021
Kepler-5 b,Kepler-5,,,1,899.777,299.40703,44.03504,,6297,1.793,1.374,,0.0538,3.54847,,15.984,670.939,1750,Transit,2009
Kepler-466 b,Kepler-466,,,1,530.122,295.64866,48.49552,,5927,1.05,1.04,,,51.07926,,2.85,,,Transit,2016
Kepler-1561 b,Kepler-1561,,,1,839.076,296.92358,43.56646,,5957,1.11,1.07,,,1.00521,,1.09,,,Transit,2016
Kepler-430 c,Kepler-430,,,1,917.477,292.8086,49.57942,,5884,1.485,1.166,,0.4757,110.979,,1.75,,458,Transit,2015
Kepler-1945 b,Kepler-1945,,,1,,281.89808,42.28582,,4991,0.804,0.767,,,6.08004,,1.289,,,Transit,2021
Kepler-1946 b,Kepler-1946,,,1,1002.12,282.33554,42.84534,,5505,0.873,0.887,,,3.03519,,2.488,,,Transit,2021
Kepler-576 b,Kepler-576,,,1,617.55,295.18289,38.6542,,5672,0.97,0.99,,,29.91137,,3.27,,,Transit,2016
Kepler-1947 b,Kepler-1947,,,1,468.771,296.10403,42.34258,,6040,1.686,0.984,,,6.96363,,1.01,,,Transit,2021
Kepler-1562 b,Kepler-1562,,,1,2060.72,294.45566,46.74354,,5760,1.05,1.02,,,64.27378,,3.55,,,Transit,2016
Kepler-1563 b,Kepler-1563,,,1,616.697,288.57359,51.47277,,5765,0.99,1,,,3.43277,,0.75,,,Transit,2016
Kepler-1564 b,Kepler-1564,,,1,908.805,290.58613,46.64275,,5528,0.9,0.93,,,18.05404,,1.47,,,Transit,2016
Kepler-1565 b,Kepler-1565,,,1,629.93,297.95298,40.80679,,4940,0.73,0.76,,,1.53819,,1.19,,,Transit,2016
Kepler-1727 b,Kepler-1727,,,1,894.187,290.33361,38.72827,,5349,0.82,0.824,,,9.0293,,3.173,,,Transit,2021
Kepler-1566 b,Kepler-1566,,,1,466.586,283.58755,40.5749,,5254,0.81,0.84,,,0.53992,,0.79,,,Transit,2016
Kepler-1567 b,Kepler-1567,,,1,1206.11,286.69515,40.29189,,5655,0.93,0.95,,,153.97958,,2.73,,,Transit,2016
Kepler-385 d,Kepler-385,,,1,1432.61,294.33851,50.33652,,5829,1.157,1.05,0.1437,,56.4159,,2.619,,,Transit,2020
Kepler-146 b,Kepler-146,,,1,716.797,294.11076,38.71022,,5948,1.208,,,0.2,31.1588,,3.71,,,Transit,2014
Kepler-1568 b,Kepler-1568,,,1,916.313,289.18268,47.87333,,5956,1.19,1.09,,,20.92539,,1.3,,,Transit,2016
Kepler-1569 b,Kepler-1569,,,1,945.454,292.20467,37.22121,,6319,1.4,1.25,,,5.7918,,1.68,,,Transit,2016
Kepler-186 f,Kepler-186,,,1,177.594,298.65274,43.95499,,3755,0.523,0.544,-1.26,0.432,129.9441,0.04,1.17,,,Transit,2014
Kepler-543 b,Kepler-543,,,1,221.802,287.21873,38.86254,,4671,0.67,0.7,,,13.89962,,2.5,,,Transit,2016
Kepler-1570 b,Kepler-1570,,,1,918.995,299.86178,45.82742,,5550,0.89,0.92,,,26.54895,,1.07,,,Transit,2016
Kepler-1571 b,Kepler-1571,,,1,675.303,300.93541,45.59648,,6297,1.39,1.23,,,3.38555,,1.52,,,Transit,2016
Kepler-1572 b,Kepler-1572,,,1,946.602,281.89733,46.72271,,5618,0.95,0.97,,,5.49549,,0.94,,,Transit,2016
Kepler-386 b,Kepler-386,,,1,882.462,289.85892,48.69381,,5178,0.767,,,0.096,12.31043,,1.39,,,Transit,2014
Kepler-1573 b,Kepler-1573,,,1,1455.36,292.98831,49.48497,,5808,1,1.01,,,2.61576,,1.2,,,Transit,2016
Kepler-1574 b,Kepler-1574,,,1,1384.16,292.15867,49.63779,,5892,1.08,1.06,,,6.94243,,1.29,,,Transit,2016
Kepler-157 c,Kepler-157,,,1,773.713,291.09723,38.8756,,5774,1.044,,,0.11,13.5405,,2.24,,,Transit,2014
Kepler-1575 b,Kepler-1575,,,1,1246.92,293.74321,45.76155,,5667,0.92,0.95,,,2.55314,,1.31,,,Transit,2016
Kepler-1245 c,Kepler-1245,,,1,805.936,290.74431,43.26075,,5306,0.83,0.86,,,2.93658,,1.44,,,Transit,2016
Kepler-1576 b,Kepler-1576,,,1,460.91,289.07396,40.36602,,5876,1.06,1.05,,,6.98472,,1.04,,,Transit,2016
Kepler-1719 b,Kepler-1719,,,1,905.406,284.70685,38.93676,,5687,1.775,1.08,,,6.14956,,3.95,,,Transit,2021
Kepler-1254 c,Kepler-1254,,,1,622.818,285.17332,48.77001,,4985,0.75,0.78,,,3.60084,,1.3,,,Transit,2016
Kepler-1948 b,Kepler-1948,,,1,193.903,287.36408,47.7853,,3872,0.557,0.585,,,15.5713,,1.033,,,Transit,2021
Kepler-1577 b,Kepler-1577,,,1,510.029,292.95527,47.57304,,4862,0.74,0.78,,,6.3056,,1.13,,,Transit,2016
Kepler-468 b,Kepler-468,,,1,442.871,288.90228,49.37041,,5498,0.87,0.96,,,38.47876,,13.34,,,Transit,2016
Kepler-30 d,Kepler-30,,,1,914.221,285.28365,38.94726,,5498,0.95,0.99,,0.5,143.34394,0.022,8.8,23.1,,Transit,2012
Kepler-1578 b,Kepler-1578,,,1,1064.05,288.30211,47.77562,,5545,0.86,0.9,,,1.45089,,1.04,,,Transit,2016
Kepler-1254 d,Kepler-1254,,,1,622.818,285.17332,48.77001,,4985,0.75,0.78,,,5.72717,,1.31,,,Transit,2016
Kepler-555 b,Kepler-555,,,1,973.121,285.51687,38.93246,,5894,1.04,1.03,,,16.21775,,2.83,,,Transit,2016
Kepler-1949 b,Kepler-1949,,,1,2617.35,293.54226,43.02606,,6028,1.454,1.194,,,2.20828,,2.22,,,Transit,2021
Kepler-1579 b,Kepler-1579,,,1,,293.28802,43.51491,,4584,0.7,0.75,,,0.84991,,0.84,,,Transit,2016
Kepler-1993 b,Kepler-1993,,,1,1031.91,293.79685,45.16073,,5159,3.062,1.373,,0.1943,26.65657,0,4.15,,903,Transit,2023
Kepler-390 c,Kepler-390,,,2,435.277,291.62881,41.20884,,5166,0.776,,,0.101,13.06002,,0.79,,,Transit,2014
Kepler-1580 b,Kepler-1580,,,1,1002.02,285.96871,41.36353,,6228,2.15,1.47,,,56.64493,,2.11,,,Transit,2016
Kepler-1581 b,Kepler-1581,,,1,493.175,287.37132,39.60362,,6022,1.23,1.12,,,6.28385,,0.8,,,Transit,2016
Kepler-436 b,Kepler-436,,,1,588.867,301.72078,44.41209,,4651,0.697,0.729,-0.701,0.339,64.00205,0.19,2.73,,,Transit,2015
Kepler-1582 b,Kepler-1582,,,1,78.891,289.37654,41.15808,,3208,0.3,0.28,,,4.83818,,1.49,,,Transit,2016
Kepler-1583 b,Kepler-1583,,,1,403.933,286.38693,47.01652,,5645,0.91,0.94,,,9.32807,,0.6,,,Transit,2016
Kepler-1584 b,Kepler-1584,,,1,1416.31,287.76268,43.27439,,6069,1.13,1.1,,,13.39971,,1.61,,,Transit,2016
Kepler-391 c,Kepler-391,,,1,869.236,290.62188,51.05735,K2 III-IV,5038,2.879,1.27,0.6628,0.164,20.501,0.27,2.88,450,662,Transit,2014
Kepler-556 b,Kepler-556,,,1,674.598,290.52948,38.94273,,5740,0.98,1,,,11.72292,,2.24,,,Transit,2016
Kepler-1585 b,Kepler-1585,,,1,944.465,296.15899,44.56305,,5538,0.91,0.94,,,3.58275,,1.79,,,Transit,2016
Kepler-1586 b,Kepler-1586,,,1,552.55,298.20262,44.92586,,6681,1.75,1.45,,,15.60492,,1.52,,,Transit,2016
Kepler-1587 b,Kepler-1587,,,1,1026.48,292.67773,49.66387,,5933,1.22,1.08,,,9.40605,,1.33,,,Transit,2016
Kepler-196 d,Kepler-196,,,1,451.312,284.96851,42.07912,,5132,0.77,0.805,,,122.08,,2.661,,,Transit,2021
Kepler-1950 b,Kepler-1950,,,1,697.253,287.08746,42.66865,,5455,0.852,0.759,,,10.7769,,1.527,,,Transit,2021
Kepler-1588 b,Kepler-1588,,,1,924.141,288.23272,48.0022,,5817,0.99,0.96,,,7.84932,,0.76,,,Transit,2016
Kepler-1859 c,Kepler-1859,,,1,1331.25,293.98868,46.718,,5887,1.235,1.09,,0.0473,3.59645,0,1.66,,1327,Transit,2023
Kepler-1951 b,Kepler-1951,,,1,1277.32,290.49991,40.28772,,5468,1.306,0.923,,,20.6578,,2.321,,,Transit,2021
Kepler-1589 b,Kepler-1589,,,1,1513.14,294.44182,40.57161,,6166,1.25,1.18,,,0.99167,,1.09,,,Transit,2016
Kepler-686 b,Kepler-686,,,1,1490.94,285.21382,39.02747,,5649,0.92,0.94,,,1.59475,,12.15,,,Transit,2016
Kepler-1590 b,Kepler-1590,,,1,771.152,291.40791,48.01789,,6053,1.16,1.11,,,7.61761,,1.14,,,Transit,2016
Kepler-1591 b,Kepler-1591,,,1,1419.58,296.51667,44.60862,,6082,1.16,1.1,,,8.18505,,1.27,,,Transit,2016
Kepler-392 c,Kepler-392,,,1,681.428,288.66083,43.36819,,5938,1.129,,,0.093,10.42312,,1.1,,,Transit,2014
Kepler-1952 b,Kepler-1952,,,1,852.062,288.07641,43.95848,,5973,1.305,0.922,,,27.2108,,1.239,,,Transit,2021
Kepler-10 b,Kepler-10,,,1,185.506,285.6793,50.24148,,5708,1.065,0.91,,0.01685,0.83749,0,1.47,3.24,2188,Transit,2011
Kepler-1728 b,Kepler-1728,,,1,651.783,287.094,39.06078,,5170,0.807,0.891,,,4.783,,2.955,,,Transit,2021
Kepler-1592 b,Kepler-1592,,,1,1639.47,293.85062,38.39774,,6213,1.28,1.18,,,3.0571,,1.54,,,Transit,2016
Kepler-147 c,Kepler-147,,,1,1042.02,287.97572,39.08717,,6012,1.468,,,0.216,33.41642,,2.43,,,Transit,2014
Kepler-1593 b,Kepler-1593,,,1,638.249,300.4882,44.46067,,4995,0.77,0.81,,,174.50984,,3.17,,,Transit,2016
Kepler-544 b,Kepler-544,,,1,963.18,294.02907,39.05179,,6206,1.22,1.16,,,21.41617,,2.12,,,Transit,2016
Kepler-1594 b,Kepler-1594,,,1,976.868,293.62305,47.96191,,5946,1.08,1.06,,,2.71604,,1.06,,,Transit,2016
Kepler-1595 b,Kepler-1595,,,1,845.022,285.72275,43.00949,,5203,0.8,0.84,,,4.5638,,1.23,,,Transit,2016
Kepler-577 b,Kepler-577,,,1,524.247,294.71199,39.07373,,4984,0.73,0.78,,,25.69578,,2.55,,,Transit,2016
Kepler-1596 b,Kepler-1596,,,1,2146.23,285.55751,49.33009,,5706,0.92,0.95,,,66.37338,,1.9,,,Transit,2016
Kepler-403 d,Kepler-403,,,1,840.269,289.92143,46.74453,,6209,1.45,1.25,,,13.61159,,1.42,,,Transit,2016
Kepler-1953 b,Kepler-1953,,,1,605.631,287.9681,46.4706,,4858,0.707,0.786,,,6.24566,,1.286,,,Transit,2021
Kepler-1597 b,Kepler-1597,,,1,1221.05,288.16397,42.48101,,6377,1.39,1.25,,,2.94654,,1.06,,,Transit,2016
Kepler-1598 b,Kepler-1598,,,1,619.862,288.46911,46.78365,,5940,1.09,1.07,,,4.34195,,0.95,,,Transit,2016
Kepler-1599 b,Kepler-1599,,,1,1328.2,286.22087,41.15119,,5767,0.99,0.99,,,122.36355,,1.62,,,Transit,2016
Kepler-1600 c,Kepler-1600,,,1,1030.81,291.39938,38.78776,,5119,0.834,0.818,,,7.29805,,1.942,,,Transit,2021
Kepler-1702 b,Kepler-1702,,,1,857.14,284.97248,44.56748,,5093,0.726,0.85,-0.4959,,18.5012,,1.602,,,Transit,2020
Kepler-687 b,Kepler-687,,,1,633.66,289.31546,39.15329,,4841,0.73,0.77,,,20.50587,,3.52,,,Transit,2016
Kepler-235 b,Kepler-235,,,1,428.018,286.07908,39.27824,,4255,0.554,,,0.037,3.34022,,2.23,,,Transit,2014
Kepler-446 c,Kepler-446,,,1,96.339,282.2501,44.921,M4,3359,0.24,0.22,,,3.03618,0,1.11,,,Transit,2015
Kepler-1601 b,Kepler-1601,,,1,644.456,285.51295,38.07984,,5869,1.07,1.04,,,2.20922,,0.82,,,Transit,2016
Kepler-1954 b,Kepler-1954,,,1,1373.83,298.00292,43.35459,,5840,0.849,0.942,,,5.88343,,1.802,,,Transit,2021
Kepler-1955 b,Kepler-1955,,,1,449.351,299.53476,40.47775,,5825,1.291,1.049,,,14.2652,,1.167,,,Transit,2021
Kepler-1602 b,Kepler-1602,,,1,629.804,293.58086,40.42754,,6296,1.36,1.22,,,11.17932,,1.34,,,Transit,2016
Kepler-597 b,Kepler-597,,,1,663.418,293.47009,39.25282,,5683,0.95,0.97,,,13.02366,,2.37,,,Transit,2016
Kepler-1603 b,Kepler-1603,,,1,2712.58,295.32983,42.53497,,6241,1.31,1.21,,,2.27164,,1.29,,,Transit,2016
Kepler-1604 b,Kepler-1604,,,1,541.189,285.41065,44.41223,,4976,0.76,0.81,,,0.68368,,1.41,,,Transit,2016
Kepler-1956 b,Kepler-1956,,,1,360.468,294.62085,49.89422,,4391,0.682,0.671,,,5.94372,,1.089,,,Transit,2021
Kepler-1605 b,Kepler-1605,,,1,546.23,287.13494,47.48863,,5280,0.82,0.86,,,85.75655,,1.08,,,Transit,2016
Kepler-1957 b,Kepler-1957,,,1,460.899,293.71144,47.88745,,4904,0.772,0.745,,,2.18662,,0.944,,,Transit,2021
Kepler-183 c,Kepler-183,,,1,1050.64,293.53081,39.31593,,5888,0.958,,,0.103,11.63707,,2.27,,,Transit,2014
Kepler-1606 b,Kepler-1606,,,1,831.287,286.3783,43.07323,,5422,0.86,0.9,,,196.43522,,2.07,,,Transit,2016
Kepler-688 b,Kepler-688,,,1,1357.75,294.65523,39.30834,,5715,0.96,0.98,,,3.89594,,9.76,,,Transit,2016
Kepler-1607 b,Kepler-1607,,,1,1286.1,296.05987,42.65606,,6116,1.21,1.14,,,13.64737,,0.92,,,Transit,2016
Kepler-1608 b,Kepler-1608,,,1,,295.56356,39.41757,,4992,0.72,0.75,,,16.47357,,1.73,,,Transit,2016
Kepler-444 b,Kepler-444,94931,,3,36.44,289.75283,41.63188,K,5046,0.752,0.758,,0.04178,3.60011,0.16,0.403,,,Transit,2015
Kepler-1958 b,Kepler-1958,,,1,1320.38,289.10416,41.69011,,5749,0.864,0.961,,,9.32862,,2.051,,,Transit,2021
Kepler-1959 b,Kepler-1959,,,1,479.263,296.0223,44.73267,,5071,0.811,0.768,,,6.38669,,1.143,,,Transit,2021
Kepler-1960 b,Kepler-1960,,,1,1527.56,294.69694,46.7202,,6371,1.072,1.117,,,2.29794,,1.307,,,Transit,2021
Kepler-444 c,Kepler-444,94931,,3,36.44,289.75283,41.63188,K,5046,0.752,0.758,,0.04881,4.54588,0.31,0.497,,,Transit,2015
Kepler-1609 b,Kepler-1609,,,1,1826.04,290.14654,39.6658,,6132,1.27,1.18,,,114.34219,,2.22,,,Transit,2016
Kepler-578 b,Kepler-578,,,1,541.432,288.75499,39.5637,,5334,0.83,0.87,,,1.61688,,2,,,Transit,2016
Kepler-444 d,Kepler-444,94931,,3,36.44,289.75283,41.63188,K,5046,0.752,0.758,,0.06,6.18939,0.18,0.53,,,Transit,2015
Kepler-1610 b,Kepler-1610,,,1,864.331,295.90498,45.40543,,5383,0.87,0.91,,,8.70182,,1.61,,,Transit,2016
Kepler-1610 c,Kepler-1610,,,1,864.331,295.90498,45.40543,,5295,0.8,0.825,,0.2323,44.98519,0,2.09,,433,Transit,2023
Kepler-689 b,Kepler-689,,,1,1131.73,294.71063,39.5217,,5518,0.88,0.91,,,22.36656,,2.89,,,Transit,2016
Kepler-444 e,Kepler-444,94931,,3,36.44,289.75283,41.63188,K,5046,0.752,0.758,,0.0696,7.74349,0.1,0.546,,,Transit,2015
Kepler-1961 b,Kepler-1961,,,1,1042.45,286.33008,39.68313,,5401,0.777,0.871,,,5.60471,,1.619,,,Transit,2021
Kepler-1611 b,Kepler-1611,,,1,908.444,296.51202,49.72775,,5605,0.93,0.94,,,5.17624,,0.81,,,Transit,2016
KOI-94 c,KOI-94,,,2,477.052,297.33307,41.89112,,6182,1.52,1.277,0.479,0.1013,10.42365,0.43,4.32,15.6,1012,Transit,2013
Kepler-624 b,Kepler-624,,,1,748.188,295.19336,39.53969,,6117,1.18,1.1,,,14.5865,,2.31,,,Transit,2016
Kepler-1612 b,Kepler-1612,,,1,764.726,291.2503,45.65505,,5643,0.94,0.96,,,3.91795,,1.03,,,Transit,2016
Kepler-444 f,Kepler-444,94931,,3,36.44,289.75283,41.63188,K,5046,0.752,0.758,,0.0811,9.74049,0.29,0.741,,,Transit,2015
Kepler-1962 b,Kepler-1962,,,1,866.826,289.5484,40.16415,,5700,1.006,1.003,,,7.99146,,1.215,,,Transit,2021
Kepler-625 b,Kepler-625,,,1,760.708,292.15047,39.63753,,5789,0.96,1.04,,,7.75192,,1.99,,,Transit,2016
Kepler-158 b,Kepler-158,,,1,315.177,284.03237,39.78154,,4623,0.624,,,0.111,16.70918,,2.12,,,Transit,2014
Kepler-626 b,Kepler-626,,,1,635.643,288.69868,39.7082,,5813,1.05,1.01,,,14.48585,,2.29,,,Transit,2016
Kepler-1653 b,Kepler-1653,,,1,,296.4577,41.26602,,4807,0.693,0.719,-0.636,0.4706,140.2524,,2.17,,284,Transit,2017
Kepler-627 b,Kepler-627,,,1,984.307,292.10422,39.76786,,6424,1.49,1.3,,,40.69944,,3.73,,,Transit,2016
Kepler-1613 b,Kepler-1613,,,1,1508.33,289.87501,43.42093,,6005,1.12,1.08,,,1.51843,,2.08,,,Transit,2016
Kepler-1614 b,Kepler-1614,,,1,1191.19,284.87139,49.77589,,5121,0.76,0.79,,,3.94661,,1.49,,,Transit,2016
Kepler-1615 b,Kepler-1615,,,1,1393.83,286.35921,42.2274,,5865,1.05,1.04,,,47.31262,,2.06,,,Transit,2016
Kepler-690 b,Kepler-690,,,1,1665.31,294.48992,39.77148,,5913,1.16,1.11,,,7.74809,,5.95,,,Transit,2016
Kepler-236 c,Kepler-236,,,1,288.763,283.86643,39.89819,,3750,0.51,,,0.132,23.96813,,2,,,Transit,2014
Kepler-1616 b,Kepler-1616,,,1,1137.81,286.54367,45.30487,,6266,1.34,1.21,,,6.76284,,1.02,,,Transit,2016
Kepler-79 c,Kepler-79,,,1,1020.72,300.51711,44.38155,,6174,1.302,1.165,0.342,0.187,27.4029,0.03,3.72,5.9,,Transit,2012
